ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_031753515.1_JAAS_Mr_1.1,Metarhizium rileyi,MrS1GZL-1,PRJNA994256,1649241,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium rileyi,FFC531DA
GCA_000591435.1_MR2010_11_27,Metarhizium robertsii,ARSEF 2575,PRJNA230500,568076,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,FCB3CF47
GCF_000187425.2_MAA_2.0,Metarhizium robertsii ARSEF 23,ARSEF 23,PRJNA38717,655844,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,F5D8BAB1
GCA_056248505.1_ASM5624850v1,Metarhizium robertsii ARSEF 2575,ARSEF 2575,PRJNA262044,1432499,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium robertsii,FB0ED3CA
GCA_037953715.1_ASM3795371v1,Metarhizium sp. BCC 4849,BCC 4849,PRJNA1078065,3123294,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium sp. BCC 4849,FE2C03BA
GCA_051529315.1_YNP52,Metarhizium sp. MUC4166,MUC4166,PRJNA1074702,3120206,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium sp. MUC4166,F13C9E4C
GCA_003600395.1_ASM360039v1,Metchnikovella incurvata,LNA5,PRJNA477760,2248764,fungi,Microsporidia,,,,,Metchnikovellidae,Metchnikovella,Metchnikovella incurvata,F5E0AEA0
GCA_002370615.1_ASM237061v1,Metschnikowia aberdeeniae,SUB 05-213.1,PRJNA312754,353897,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia aberdeeniae,F3C685A5
GCA_003123635.1_ASM312363v1,Metschnikowia aff. pulcherrima,UCD127,PRJNA449685,2163413,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia aff. pulcherrima,F86E0DCA
GCA_963678735.1_2480_Metschnikowia_agaves,Metschnikowia agaves,,PRJEB57332,56417,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia agaves,FC234448
GCA_021272955.1_ASM2127295v1,Metschnikowia ahupensis,MTCC 13085,PRJNA787747,3158233,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia ahupensis,FBCFD357
GCA_008065195.1_ASM806519v1,Metschnikowia amazonensis,UFMG-CM-6309,PRJNA411829,2576851,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia amazonensis,F4EEC4DD
GCA_030573055.1_ASM3057305v1,Metschnikowia anglica,CBS 15342,PRJNA736342,2201240,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia anglica,F49B76CF
GCA_002370875.1_ASM237087v1,Metschnikowia arizonensis,UWOPS 99-103.4,PRJNA312754,150206,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia arizonensis,F21B0B32
GCA_019285895.1_ASM1928589v1,Metschnikowia australis,W7-5,PRJNA719252,27321,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia australis,FE0D2381
GCA_030565705.1_ASM3056570v1,Metschnikowia baotianmanensis,CBS 15869,PRJNA736342,2860400,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia baotianmanensis,F56A804F
GCA_022575955.1_ASM2257595v1,Metschnikowia bicuspidata,LNES0119,PRJNA803590,27322,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,FEEC568A
GCA_030570515.1_ASM3057051v1,Metschnikowia bicuspidata var. bicuspidata,NRRL YB-4993,PRJNA736342,280587,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,FCBE7EC2
GCF_001664035.1_Metbi1,Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993,NRRL YB-4993,PRJNA207846,869754,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,F30E9DCF
GCA_030555835.1_ASM3055583v1,Metschnikowia bicuspidata var. californica,NRRL Y-17916,PRJNA736342,278769,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,F6BCA97C
GCA_030556055.1_ASM3055605v1,Metschnikowia bicuspidata var. chathamia,NRRL Y-17917,PRJNA736342,278771,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bicuspidata,FB10DB7F
GCA_002374385.1_ASM237438v1,Metschnikowia borealis,SUB 99-207.1,PRJNA312754,73518,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia borealis,F018BAE2
GCA_002370295.1_ASM237029v1,Metschnikowia bowlesiae,UWOPS 12-619.1,PRJNA312754,1699426,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia bowlesiae,FA797F19
GCA_008065175.1_ASM806517v1,Metschnikowia caudata,EBD-CdVSA57-2,PRJNA411829,1506549,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia caudata,FB47AA2E
GCA_002370635.1_ASM237063v1,Metschnikowia cerradonensis,UFMG 03-T67.1,PRJNA312754,390697,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cerradonensis,F3CF57E1
GCA_030582795.1_ASM3058279v1,Metschnikowia chrysomelidarum,NRRL Y-27749,PRJNA736342,271316,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia chrysomelidarum,F23ED130
GCA_030674525.1_ASM3067452v1,Metschnikowia chrysoperlae,NRRL Y-27615,PRJNA736342,261276,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia chrysoperlae,F2DB0049
GCA_002370175.1_ASM237017v1,Metschnikowia colocasiae,UWOPS 03-202.1,PRJNA312754,473035,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia colocasiae,FA5B0EA5
GCA_002370835.1_ASM237083v1,Metschnikowia continentalis,UWOPS 95-402.1,PRJNA312754,73517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia continentalis,FBFE7060
GCA_030581935.1_ASM3058193v1,Metschnikowia corniflorae,NRRL Y-27750,PRJNA736342,280591,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia corniflorae,FFF22321
GCA_002374405.1_ASM237440v1,Metschnikowia cubensis,MUCL 45753,PRJNA312754,1323754,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia cubensis,FFAC4DB6
GCA_009756545.1_ASM975654v1,Metschnikowia dekortorum,UWOPS 01-522a5,PRJNA312754,174643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia dekortorum,F93BB301
GCA_002370475.1_ASM237047v1,Metschnikowia drakensbergensis,EBD-CdVSA10-2A,PRJNA312754,1506548,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drakensbergensis,F1F54269
GCA_002893705.1_ASM289370v1,Metschnikowia drosophilae,UWOPS83-1143.1,PRJNA411829,135833,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia drosophilae,F3491ECA
GCA_030561745.1_ASM3056174v1,Metschnikowia gelsemii,NRRL Y-48212,PRJNA736342,407270,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia gelsemii,FC4B2CFE
GCA_030563445.1_ASM3056344v1,Metschnikowia gruessii,NRRL Y-17809T,PRJNA736342,45517,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia gruessii,F452BA6A
GCA_002370815.1_ASM237081v1,Metschnikowia hamakuensis,UWOPS 04-199.1,PRJNA312754,301365,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hamakuensis,FE754C44
GCA_002893645.1_ASM289364v1,Metschnikowia hawaiiana,UWOPS91-698.3,PRJNA411829,197672,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiana,F00EE527
GCA_002370325.1_ASM237032v1,Metschnikowia hawaiiensis,UWOPS 87-2203.2,PRJNA312754,27323,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hawaiiensis,FE75AA06
GCA_030674755.1_ASM3067475v1,Metschnikowia henanensis,CBS 12677,PRJNA736342,2201244,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia henanensis,F031F108
GCA_002374725.1_ASM237472v1,Metschnikowia hibisci,UWOPS 95-797.2,PRJNA312754,73520,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia hibisci,F5217C41
GCA_002374535.1_ASM237453v1,Metschnikowia kamakouana,UWOPS 04-112.5,PRJNA312754,301367,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kamakouana,F441AA10
GCA_002370135.1_ASM237013v1,Metschnikowia kipukae,UWOPS 00-669.2,PRJNA312754,197673,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kipukae,FC7A8507
GCA_030564885.1_ASM3056488v1,Metschnikowia kofuensis,NRRL Y-27226,PRJNA736342,329642,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kofuensis,F08AE595
GCA_030569435.1_ASM3056943v1,Metschnikowia koreensis,CBS 8854,PRJNA736342,164924,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia koreensis,F8A1578F
GCA_030561945.1_ASM3056194v1,Metschnikowia krissii,NRRL Y-5389,PRJNA736342,27324,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia krissii,FC52F02E
GCA_030583255.1_ASM3058325v1,Metschnikowia kunwiensis,NRRL Y-48698,PRJNA736342,279289,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia kunwiensis,F8713274
GCA_030572615.1_ASM3057261v1,Metschnikowia lachancei,NRRL Y-27242,PRJNA736342,189452,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lachancei,F85275EE
GCA_009756645.1_ASM975664v1,Metschnikowia lacustris,UWOPS 12.619.2,PRJNA312754,2654411,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lacustris,FD10AC72
GCA_030563125.1_ASM3056312v1,Metschnikowia laotica,CBS 12961,PRJNA736342,2201245,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia laotica,F4B17798
GCA_002370915.1_ASM237091v1,Metschnikowia lochheadii,UWOPS 99-661.1,PRJNA312754,135832,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lochheadii,F6F6C7C1
GCA_030563105.1_ASM3056310v1,Metschnikowia lopburiensis,CBS 12574,PRJNA736342,1217584,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lopburiensis,F06DC229
GCA_030583235.1_ASM3058323v1,Metschnikowia lunata,NRRL Y-7131,PRJNA736342,27325,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia lunata,FA5F3663
GCA_030674615.1_ASM3067461v1,Metschnikowia matae,NRRL Y-63736 T,PRJNA736342,1697385,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,FC970977
GCA_002370695.1_ASM237069v1,Metschnikowia matae var. maris,UFMG-CM-Y397T,PRJNA312754,1697387,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,F246FCB4
GCA_002370655.1_ASM237065v1,Metschnikowia matae var. matae,UFMG-CM-Y391A,PRJNA312754,1697386,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia matae,FD0D8CDE
GCA_002374555.1_ASM237455v1,Metschnikowia mauinuiana,UWOPS 04-190.1,PRJNA312754,301368,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia mauinuiana,F8A28A84
GCA_030578735.1_ASM3057873v1,Metschnikowia noctiluminum,NRRL Y-27753,PRJNA736342,280590,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia noctiluminum,F004F29A
GCA_002893665.1_ASM289366v1,Metschnikowia orientalis,UWOPS99-745.6,PRJNA411829,150224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia orientalis,FEBEFB78
GCA_030573015.1_ASM3057301v1,Metschnikowia peoriensis,CBS 15345,PRJNA736342,2201247,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia peoriensis,F4618EDD
GCA_030556465.1_ASM3055646v1,Metschnikowia picachoensis,NRRL Y-27607,PRJNA736342,261270,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia picachoensis,F1F2C624
GCA_030556455.1_ASM3055645v1,Metschnikowia pimensis,NRRL Y-27619,PRJNA736342,261282,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pimensis,FC591ECC
GCA_002370515.1_ASM237051v1,Metschnikowia proteae,EBD-T1Y1T,PRJNA312754,1150643,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia proteae,F0150CA6
GCA_009746055.1_ASM974605v1,Metschnikowia pulcherrima,FL01,PRJNA549352,27326,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,FD54AB5C
GCA_000317355.2_ASM31735v2,Metschnikowia pulcherrima 277,277,PRJNA179032,1200864,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima,F05FBBB2
GCA_003401635.1_MR1_a14_ref,Metschnikowia reukaufii,MR1,PRJNA336445,27327,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia reukaufii,F8CCC2FE
GCA_030557065.1_ASM3055706v1,Metschnikowia rubicola,CBS 15344,PRJNA736342,2201248,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia rubicola,FDFC7EFF
GCA_002374485.1_ASM237448v1,Metschnikowia santaceciliae,UWOPS 01-517a1,PRJNA312754,197674,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia santaceciliae,F74A9879
GCA_002374645.1_ASM237464v1,Metschnikowia shivogae,UWOPS 04-310.1,PRJNA312754,353899,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia shivogae,F21FC4FA
GCA_002370765.1_ASM237076v1,Metschnikowia similis,UWOPS 03-133.4,PRJNA312754,473037,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia similis,F72E0719
GCA_002370645.1_ASM237064v1,Metschnikowia sp. 00-154.1,UWOPS 00-154.1,PRJNA312754,1807683,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 00-154.1,FE3B167F
GCA_002370185.1_ASM237018v1,Metschnikowia sp. 01-655c1,UWOPS 01-655c1,PRJNA312754,1807684,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 01-655c1,F0745745
GCA_002370795.1_ASM237079v1,Metschnikowia sp. 03-147.1,UWOPS 03-147.1,PRJNA312754,1807685,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 03-147.1,F1AF7CD7
GCA_002374635.1_ASM237463v1,Metschnikowia sp. 04-218.3,UWOPS 04-218.3,PRJNA312754,1807686,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-218.3,F920CD21
GCA_002370245.1_ASM237024v1,Metschnikowia sp. 04-226.1,UWOPS 04-226.1,PRJNA312754,1807687,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 04-226.1,F02B362C
GCA_002374735.1_ASM237473v1,Metschnikowia sp. 13-106.1,UWOPS 13-106.1,PRJNA312754,1807688,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. 13-106.1,F85610EE
GCA_002894445.1_ASM289444v1,Metschnikowia sp. AWRI3582,AWRI3582,PRJNA305659,1769792,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. AWRI3582,FFAABB22
GCA_053901225.1_ASM5390122v1,Metschnikowia sp. DMKU-FF11,DMKU-FF11,PRJNA1368407,3475846,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. DMKU-FF11,F169C978
GCA_051943065.1_ASM5194306v1,Metschnikowia sp. Fae-6,Fae-6,PRJNA1207704,3375939,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. Fae-6,FEBD4CC9
GCA_047655315.1_ASM4765531v1,Metschnikowia sp. Fdp-2,Fdp-2,PRJNA1207702,3392078,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. Fdp-2,F534697B
GCA_005406065.1_Metsp_1.0,Metschnikowia sp. JCM 33374,JCM 33374,PRJDB7861,2562755,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. JCM 33374,F318BA7B
GCA_002370575.1_ASM237057v1,Metschnikowia sp. M2Y3,EBD-CdV M2Y3,PRJNA312754,1807689,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. M2Y3,FFBC8889
GCA_048986655.1_ASM4898665v1,Metschnikowia sp. MCC10123,MCC10123,PRJNA1236919,3410012,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. MCC10123,FF701BC7
GCA_051621415.1_ASM5162141v1,Metschnikowia sp. MW2 04A,MW2 04A,PRJNA1240325,3412601,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. MW2 04A,F53A6B0E
GCA_009756535.1_ASM975653v1,Metschnikowia sp. UFMG-CM-y6306,UFMG-CM-y6306,PRJNA312754,2654413,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UFMG-CM-y6306,F14AE8B4
GCA_009756565.1_ASM975656v1,Metschnikowia sp. UWOPS 03-167b3,UWOPS 03-167b3,PRJNA312754,2654412,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. UWOPS 03-167b3,F2C9CBD4
GCA_030444905.1_ASM3044490v1,Metschnikowia sp. yHKB443,yHKB443,PRJNA736342,2923287,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHKB443,F2CBBEC5
GCA_030444895.1_ASM3044489v1,Metschnikowia sp. yHMJ9,yHMJ9,PRJNA736342,2897819,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHMJ9,FC4FCBCD
GCA_030578455.1_ASM3057845v1,Metschnikowia sp. yHQL527,yHQL527,PRJNA736342,2897820,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. yHQL527,FF39AAFB
GCA_002893725.1_ASM289372v1,Metschnikowia torresii,CBS 5152,PRJNA411829,45599,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia torresii,F46176B7
GCA_030583145.1_ASM3058314v1,Metschnikowia vanudenii,NRRL Y-17036,PRJNA736342,299329,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia vanudenii,FF688074
GCA_030556725.1_ASM3055672v1,Metschnikowia viticola,NRRL Y-48693 T,PRJNA736342,280790,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia viticola,FDDCE603
GCA_939531405.1_gsMetZobe1.1,Metschnikowia zobellii,,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB52022;PRJEB52419;PRJNA533106,27328,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Metschnikowia,Metschnikowia zobellii,F46F597B
GCA_030564485.1_ASM3056448v1,Meyerozyma athensensis,NRRL Y-27644,PRJNA736342,304220,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma athensensis,F0DF389C
GCA_003707125.3_ASM370712v3,Meyerozyma caribbica,NRRL Y-27274,PRJNA736342,66948,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,F0C30DFF
GCA_000755205.1_ASM75520v1,Meyerozyma caribbica MG20W,MG20W,PRJDA73189,1091232,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma caribbica,F10EF4BC
GCA_030573695.1_ASM3057369v1,Meyerozyma carpophila,NRRL Y-17905,PRJNA736342,374178,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma carpophila,F7269202
GCA_030574335.1_ASM3057433v1,Meyerozyma elateridarum,NRRL Y-27647,PRJNA736342,304224,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma elateridarum,F9A88319
GCA_008000345.1_ASM800034v1,Meyerozyma guilliermondii,RP-YS-11,PRJNA559974,4929,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,F6BC8856
GCF_000149425.1_ASM14942v1,Meyerozyma guilliermondii ATCC 6260,ATCC 6260,PRJNA12729,294746,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii,F4784889
GCA_030570235.1_ASM3057023v1,Meyerozyma smithsonii,NRRL Y-27642,PRJNA736342,304223,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma smithsonii,F1841F0D
GCA_003676015.1_ASM367601v1,Meyerozyma sp. JA9,JA9,PRJNA385175,2028340,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Debaryomycetaceae,Meyerozyma,Meyerozyma sp. JA9,F09DB95C
GCA_964256875.1_public_SRR14722304_metabat2_bin.6,Micareopsis irriguata,,PRJEB77567,2840267,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Ramalinaceae,Micareopsis,Micareopsis irriguata,F502F382
GCA_030271035.1_ASM3027103v1,Microascus cirrosus,SZ 2021,PRJNA835605,5595,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Microascaceae,Microascus,Microascus cirrosus,F8EE14B7
GCA_033819885.2_DUKE_Aeri_2.0,Microbotryomycetes sp. JL201,JL201,PRJNA892096,2987684,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. JL201,F142BBA5
GCA_033819875.2_DUKE_Acar_2.0,Microbotryomycetes sp. JL221,JL221,PRJNA892096,2987685,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. JL221,F45B90AC
GCA_052696405.1_DUKE_Asor_1.0,Microbotryomycetes sp. NB124-2,NB124-2,PRJNA892096,3399661,dikarya,Basidiomycota,,Microbotryomycetes,,,,,Microbotryomycetes sp. NB124-2,FC34D398
GCA_022702645.1_MinSalD,Microbotryum intermedium,1389,PRJNA744716,269621,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum intermedium,F5ACABFC
GCA_003121355.1_MvSl-1318_A2,Microbotryum lychnidis-dioicae,MvSl-1318_A2,PRJNA437556,288795,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,F4AFB045
GCA_001244265.2_MvSlA1A2r3c,Microbotryum lychnidis-dioicae p1A1 Lamole,MvSl-1064,PRJEB7910,683840,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum lychnidis-dioicae,F0D06474
GCA_900102585.1_MvSof1,Microbotryum saponariae,,PRJEB16016,289078,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum saponariae,F2C41512
GCA_022702605.1_MscKan2,Microbotryum scabiosae,1118,PRJNA744716,72745,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum scabiosae,FF00EFE6
GCA_049638945.1_Mscorzo-A2,Microbotryum scorzonerae,MH-a2,PRJNA1169769,72746,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum scorzonerae,F9840E80
GCA_049639125.1_Mv-cat-C212-A2,Microbotryum shykoffianum,C212,PRJNA1206994;PRJNA1250591,796603,dikarya,Basidiomycota,,Microbotryomycetes,,Microbotryales,Microbotryaceae,Microbotryum,Microbotryum shykoffianum,FB2FCE19
